ACCT_ID,ACTIVE_FL,FY_CD_FR,PD_NO_FR,FY_CD_TO,PD_NO_TO,ACCT_ENTR_GRP_CD,PROJ_REQD_FL,S_ACCT_TYPE_CD,DETL_FL,ACCT_NAME,TOP_FL,MODIFIED_BY,TIME_STAMP,L1_ACCT_NAME,L2_ACCT_NAME,L3_ACCT_NAME,L4_ACCT_NAME,L5_ACCT_NAME,L6_ACCT_NAME,L7_ACCT_NAME,LVL_NO,L1_ACCT_SEG_ID,L2_ACCT_SEG_ID,L3_ACCT_SEG_ID,L4_ACCT_SEG_ID,L5_ACCT_SEG_ID,L6_ACCT_SEG_ID,L7_ACCT_SEG_ID,L8_ACCT_SEG_ID,TC_ACCT_TYPE_CD,ROWVERSION,SFT_FL,MES_FL
0265-0NC,Y,,,,,ALL,N,L,Y,NC SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,NC SALES TAX,0,0,0,0,0,2,0265,0NC,0,0,0,0,0,0,,1,N,N
0265-0ND,Y,,,,,ALL,N,L,Y,ND SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,ND SALES TAX,0,0,0,0,0,2,0265,0ND,0,0,0,0,0,0,,1,N,N
0265-0NE,Y,,,,,ALL,N,L,Y,NE SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,NE SALES TAX,0,0,0,0,0,2,0265,0NE,0,0,0,0,0,0,,1,N,N
0265-0NJ,Y,,,,,ALL,N,L,Y,NJ SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,NJ SALES TAX,0,0,0,0,0,2,0265,0NJ,0,0,0,0,0,0,,1,N,N
0265-0NM,Y,,,,,ALL,N,L,Y,NM SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,NM SALES TAX,0,0,0,0,0,2,0265,0NM,0,0,0,0,0,0,,1,N,N
0265-0NV,Y,,,,,ALL,N,L,Y,NV SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,NV SALES TAX,0,0,0,0,0,2,0265,0NV,0,0,0,0,0,0,,1,N,N
0265-0NY,Y,,,,,ALL,N,L,Y,NY SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,NY SALES TAX,0,0,0,0,0,2,0265,0NY,0,0,0,0,0,0,,1,N,N
0265-0OH,Y,,,,,ALL,N,L,Y,OH SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,OH SALES TAX,0,0,0,0,0,2,0265,0OH,0,0,0,0,0,0,,1,N,N
0265-0OK,Y,,,,,ALL,N,L,Y,OK SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,OK SALES TAX,0,0,0,0,0,2,0265,0OK,0,0,0,0,0,0,,1,N,N
0265-0PA,Y,,,,,ALL,N,L,Y,PA SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,PA SALES TAX,0,0,0,0,0,2,0265,0PA,0,0,0,0,0,0,,1,N,N
0265-0RI,Y,,,,,ALL,N,L,Y,RI SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,RI SALES TAX,0,0,0,0,0,2,0265,0RI,0,0,0,0,0,0,,1,N,N
0265-0SC,Y,,,,,ALL,N,L,Y,SC SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,SC SALES TAX,0,0,0,0,0,2,0265,0SC,0,0,0,0,0,0,,1,N,N
0265-0SD,Y,,,,,ALL,N,L,Y,SD SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,SD SALES TAX,0,0,0,0,0,2,0265,0SD,0,0,0,0,0,0,,1,N,N
0265-0TN,Y,,,,,ALL,N,L,Y,TN SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,TN SALES TAX,0,0,0,0,0,2,0265,0TN,0,0,0,0,0,0,,1,N,N
0265-0TX,Y,,,,,ALL,N,L,Y,TX SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,TX SALES TAX,0,0,0,0,0,2,0265,0TX,0,0,0,0,0,0,,1,N,N
0265-0UT,Y,,,,,ALL,N,L,Y,UT SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,UT SALES TAX,0,0,0,0,0,2,0265,0UT,0,0,0,0,0,0,,1,N,N
0265-0VA,Y,,,,,ALL,N,L,Y,VA SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,VA SALES TAX,0,0,0,0,0,2,0265,0VA,0,0,0,0,0,0,,1,N,N
0265-0VT,Y,,,,,ALL,N,L,Y,VT SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,VT SALES TAX,0,0,0,0,0,2,0265,0VT,0,0,0,0,0,0,,1,N,N
0265-0WA,Y,,,,,ALL,N,L,Y,WA SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,WA SALES TAX,0,0,0,0,0,2,0265,0WA,0,0,0,0,0,0,,1,N,N
0265-0WI,Y,,,,,ALL,N,L,Y,WI SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,WI SALES TAX,0,0,0,0,0,2,0265,0WI,0,0,0,0,0,0,,1,N,N
0265-0WV,Y,,,,,ALL,N,L,Y,WV SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,WV SALES TAX,0,0,0,0,0,2,0265,0WV,0,0,0,0,0,0,,1,N,N
0265-0WY,Y,,,,,ALL,N,L,Y,WY SALES TAX,N,JLAPINGTON,2017-02-28,SALES TAX PAYABLES,WY SALES TAX,0,0,0,0,0,2,0265,0WY,0,0,0,0,0,0,,1,N,N
0265-1CA,N,,,,,ALL,N,L,Y,SAN DIEGO CA SALES TAX,N,SGOSS,2016-02-14,SALES TAX PAYABLES,SAN DIEGO CA SALES TAX,0,0,0,0,0,2,0265,1CA,0,0,0,0,0,0,,0,N,N
0265-1PA,N,,,,,ALL,N,L,Y,PHILADELPHIA PA SALES TX,N,SGOSS,2016-02-14,SALES TAX PAYABLES,PHILADELPHIA PA SALES TX,0,0,0,0,0,2,0265,1PA,0,0,0,0,0,0,,0,N,N
0265-1TX,N,,,,,ALL,N,L,Y,HOUSTON TX SALES TAX,N,SGOSS,2016-02-14,SALES TAX PAYABLES,HOUSTON TX SALES TAX,0,0,0,0,0,2,0265,1TX,0,0,0,0,0,0,,0,N,N
0267,N,,,,,,N,,N,DEFERRED REVENUE,Y,SGOSS,2016-02-14,DEFERRED REVENUE,0,0,0,0,0,0,1,0267,0,0,0,0,0,0,0,,0,N,N
0267-000,Y,,,,,ALL,N,L,Y,DEFERRED REVENUE,N,JLAPINGTON,2017-02-28,DEFERRED REVENUE,DEFERRED REVENUE,0,0,0,0,0,2,0267,000,0,0,0,0,0,0,,1,N,N
0270,N,,,,,,N,,N,SHORT TERM NOTES PAYABLE,Y,SGOSS,2016-02-14,SHORT TERM NOTES PAYABLE,0,0,0,0,0,0,1,0270,0,0,0,0,0,0,0,,0,N,N
0270-000,Y,,,,,ALL,N,L,Y,SHORT TERM NOTES,N,SGOSS,2016-02-14,SHORT TERM NOTES PAYABLE,SHORT TERM NOTES,,,,,,2,0270,000,,,,,,,,0,N,N
0270-005,Y,,,,,ALL,N,L,Y,LOAN FROM MIKE,N,SGOSS,2016-02-14,SHORT TERM NOTES PAYABLE,LOAN FROM MIKE,,,,,,2,0270,005,,,,,,,,0,N,N
0270-010,Y,,,,,ALL,N,L,Y,LOAN FROM SHAREHOLDER ST,N,SGOSS,2016-02-14,SHORT TERM NOTES PAYABLE,LOAN FROM SHAREHOLDER ST,,,,,,2,0270,010,,,,,,,,0,N,N
0270-015,Y,,,,,ALL,N,L,Y,LOAN WTEC,N,SGOSS,2016-02-14,SHORT TERM NOTES PAYABLE,LOAN WTEC,,,,,,2,0270,015,,,,,,,,0,N,N
0275,N,,,,,,N,,N,NOTES PAYABLE LONG TERM,Y,SGOSS,2016-02-14,NOTES PAYABLE LONG TERM,0,0,0,0,0,0,1,0275,0,0,0,0,0,0,0,,0,N,N
0275-000,N,,,,,ALL,N,L,Y,NOTES PAYABLE LONG TERM,N,SGOSS,2016-02-14,NOTES PAYABLE LONG TERM,NOTES PAYABLE LONG TERM,,,,,,2,0275,000,,,,,,,,0,N,N
0275-005,N,,,,,ALL,N,L,Y,LOAN FROM SHAREHOLDER LT,N,SGOSS,2016-02-14,NOTES PAYABLE LONG TERM,LOAN FROM SHAREHOLDER,,,,,,2,0275,005,,,,,,,,0,N,N
0280,N,,,,,,N,,N,DUE TO ACCOUNTS,Y,SGOSS,2016-02-14,DUE TO ACCOUNTS,0,0,0,0,0,0,1,0280,0,0,0,0,0,0,0,,0,N,N
0280-000,Y,,,,,ALL,N,L,Y,DUE TO ACCOUNTS,N,49301.ISMAIL.MARMAR,2016-03-11,DUE TO ACCOUNTS,DUE TO ACCOUNTS,0,0,0,0,0,2,0280,000,0,0,0,0,0,0,,1,N,N
0285,N,,,,,,N,,N,DEFERRED INCOME TAX,Y,SGOSS,2016-02-14,DEFERRED INCOME TAX,0,0,0,0,0,0,1,0285,0,0,0,0,0,0,0,,0,N,N
0285-000,Y,,,,,ALL,N,L,Y,DEFERRED INCOME TAX,N,SGOSS,2016-02-14,DEFERRED INCOME TAX,DEFERRED INCOME TAX,,,,,,2,0285,000,,,,,,,,0,N,N
0290,N,,,,,,N,,N,LINE OF CREDIT,Y,SGOSS,2016-02-14,LINE OF CREDIT,0,0,0,0,0,0,1,0290,0,0,0,0,0,0,0,,0,N,N
0290-000,Y,,,,,ALL,N,L,Y,LINE OF CREDIT,N,JLAPINGTON,2017-02-28,LINE OF CREDIT,LINE OF CREDIT,0,0,0,0,0,2,0290,000,0,0,0,0,0,0,,1,N,N
0300,N,,,,,,N,,N,REVENUE,Y,SGOSS,2016-02-14,REVENUE,0,0,0,0,0,0,1,0300,0,0,0,0,0,0,0,,0,N,N
0300-000,Y,,,,,ALL,Y,I,Y,REVENUE,N,SGOSS,2016-02-14,REVENUE,REVENUE,0,0,0,0,0,2,0300,000,0,0,0,0,0,0,,0,N,N
0320,N,,,,,,N,,N,CAPITAL STOCK,Y,SGOSS,2016-02-14,CAPITAL STOCK,0,0,0,0,0,0,1,0320,0,0,0,0,0,0,0,,0,N,N
0320-000,Y,,,,,ALL,N,L,Y,CAPITAL STOCK,N,SGOSS,2016-02-14,CAPITAL STOCK,CAPITAL STOCK,,,,,,2,0320,000,,,,,,,,0,N,N
0340,N,,,,,,N,,N,ADDITIONAL PAID IN CAPITL,Y,SGOSS,2016-02-14,ADDITIONAL PAID IN CAPITL,0,0,0,0,0,0,1,0340,0,0,0,0,0,0,0,,0,N,N
0340-000,Y,,,,,ALL,N,L,Y,ADDITIONAL PAID IN CAPITL,N,SGOSS,2016-02-14,ADDITIONAL PAID IN CAPITL,ADDITIONAL PAID IN CAPITL,,,,,,2,0340,000,,,,,,,,0,N,N
0350,N,,,,,,N,,N,CURRENT YEAR PROFIT/LOSS,Y,SGOSS,2016-02-14,CURRENT YEAR PROFIT/LOSS,0,0,0,0,0,0,1,0350,0,0,0,0,0,0,0,,0,N,N
0350-000,Y,,,,,ALL,N,S,Y,CURRENT YEAR PROFIT/LOSS,N,SGOSS,2016-02-14,CURRENT YEAR PROFIT/LOSS,CURRENT YEAR PROFIT/LOSS,,,,,,2,0350,000,,,,,,,,0,N,N
0360,N,,,,,,N,,N,STOCK RECEIVABLE EQUITY,Y,SGOSS,2016-02-14,STOCK RECEIVABLE EQUITY,0,0,0,0,0,0,1,0360,0,0,0,0,0,0,0,,0,N,N
0360-000,Y,,,,,ALL,N,L,Y,STOCK RECEIVABLE EQUITY,N,SGOSS,2016-02-14,STOCK RECEIVABLE EQUITY,STOCK RECEIVABLE EQUITY,,,,,,2,0360,000,,,,,,,,0,N,N
0390,N,,,,,,N,,N,PRIOR YR RETAINED EARNING,Y,SGOSS,2016-02-14,PRIOR YR RETAINED EARNING,0,0,0,0,0,0,1,0390,0,0,0,0,0,0,0,,0,N,N
0390-000,Y,,,,,ALL,N,S,Y,RETAINED EARNINGS,N,SGOSS,2016-02-14,PRIOR YR RETAINED EARNING,RETAINED EARNINGS,0,0,0,0,0,2,0390,000,0,0,0,0,0,0,,0,N,N
0395,N,,,,,,N,,N,DISTRIBUTIONS,Y,SGOSS,2016-02-14,DISTRIBUTIONS,0,0,0,0,0,0,1,0395,0,0,0,0,0,0,0,,0,N,N
0395-000,Y,,,,,ALL,N,L,Y,DISTRIBUTIONS,N,SGOSS,2016-02-14,DISTRIBUTIONS,DISTRIBUTIONS,,,,,,2,0395,000,,,,,,,,0,N,N
0400,N,,,,,,N,,N,PAID TIME OFF EXPENSE,Y,SGOSS,2016-02-14,PAID TIME OFF EXPENSE,0,0,0,0,0,0,1,0400,0,0,0,0,0,0,0,,0,N,N
0400-000,Y,,,,,ALL,Y,N,Y,PAID TIME OFF EXPENSE,N,SGOSS,2016-02-14,PAID TIME OFF EXPENSE,PAID TIME OFF EXPENSE,0,0,0,0,0,2,0400,000,0,0,0,0,0,0,,0,N,N
0403,N,,,,,,N,,N,HOLIDAY LEAVE EXPENSE,Y,SGOSS,2016-02-14,HOLIDAY LEAVE EXPENSE,0,0,0,0,0,0,1,0403,0,0,0,0,0,0,0,,0,N,N
0403-000,Y,,,,,ALL,Y,E,Y,HOLIDAY LEAVE EXPENSE,N,SGOSS,2016-02-14,HOLIDAY LEAVE EXPENSE,HOLIDAY LEAVE EXPENSE,0,0,0,0,0,2,0403,000,0,0,0,0,0,0,L,0,N,N
0404,N,,,,,,N,,N,ADMIN LEAVE EXPENSE,Y,SGOSS,2016-02-14,ADMIN LEAVE EXPENSE,0,0,0,0,0,0,1,0404,0,0,0,0,0,0,0,,0,N,N
0404-000,Y,,,,,ALL,Y,E,Y,ADMINISTRATIVE LEAVE,N,SGOSS,2016-02-14,ADMIN LEAVE EXPENSE,ADMINISTRATIVE LEAVE,,,,,,2,0404,000,,,,,,,L,0,N,N
0405,N,,,,,,N,,N,BEREAVEMENT LEAVE EXPENSE,Y,SGOSS,2016-02-14,BEREAVEMENT LEAVE EXPENSE,0,0,0,0,0,0,1,0405,0,0,0,0,0,0,0,,0,N,N
0405-000,Y,,,,,ALL,Y,E,Y,BEREAVEMENT LEAVE EXPENSE,N,SGOSS,2016-02-14,BEREAVEMENT LEAVE EXPENSE,BEREAVEMENT LEAVE EXPENSE,0,0,0,0,0,2,0405,000,0,0,0,0,0,0,L,0,N,N
0406,N,,,,,,N,,N,JURY DUTY EXPENSE,Y,SGOSS,2016-02-14,JURY DUTY EXPENSE,0,0,0,0,0,0,1,0406,0,0,0,0,0,0,0,,0,N,N
0406-000,Y,,,,,ALL,Y,E,Y,JURY DUTY LEAVE,N,SGOSS,2016-02-14,JURY DUTY EXPENSE,JURY DUTY LEAVE,,,,,,2,0406,000,,,,,,,L,0,N,N
0407,N,,,,,,N,,N,MILITARY LEAVE EXPENSE,Y,SGOSS,2016-02-14,MILITARY LEAVE EXPENSE,0,0,0,0,0,0,1,0407,0,0,0,0,0,0,0,,0,N,N
0407-000,Y,,,,,ALL,Y,E,Y,MILITARY LEAVE,N,SGOSS,2016-02-14,MILITARY LEAVE EXPENSE,MILITARY LEAVE,,,,,,2,0407,000,,,,,,,L,0,N,N
0408,N,,,,,,N,,N,SEVERANCE PAY EXPENSE,Y,SGOSS,2016-02-14,SEVERANCE PAY EXPENSE,0,0,0,0,0,0,1,0408,0,0,0,0,0,0,0,,0,N,N
0408-000,Y,,,,,ALL,Y,E,Y,SEVERANCE PAY ALLOWABLE,N,SGOSS,2016-02-14,SEVERANCE PAY EXPENSE,SEVERANCE PAY ALLOWABLE,0,0,0,0,0,2,0408,000,0,0,0,0,0,0,,0,N,N
0409,N,,,,,,N,,N,OTHER LEAVE EXPENSE,Y,SGOSS,2016-02-14,OTHER LEAVE EXPENSE,0,0,0,0,0,0,1,0409,0,0,0,0,0,0,0,,0,N,N
0409-000,Y,,,,,ALL,Y,E,Y,OTHER LEAVE,N,SGOSS,2016-02-14,OTHER LEAVE EXPENSE,OTHER LEAVE,,,,,,2,0409,000,,,,,,,L,0,N,N
0410,N,,,,,,N,,N,LWOP EXPENSE,Y,SGOSS,2016-02-14,LWOP EXPENSE,0,0,0,0,0,0,1,0410,0,0,0,0,0,0,0,,0,N,N
0410-000,Y,,,,,ALL,Y,E,Y,LEAVE WITHOUT PAY,N,SGOSS,2016-02-14,LWOP EXPENSE,LEAVE WITHOUT PAY,0,0,0,0,0,2,0410,000,0,0,0,0,0,0,L,0,N,N
0411,N,,,,,,N,,N,SICK LEAVE EXPENSE,Y,SGOSS,2016-02-14,SICK LEAVE EXPENSE,0,0,0,0,0,0,1,0411,0,0,0,0,0,0,0,,0,N,N
0411-000,Y,,,,,ALL,Y,N,Y,SICK LEAVE,N,SGOSS,2016-02-14,SICK LEAVE EXPENSE,SICK LEAVE,0,0,0,0,0,2,0411,000,0,0,0,0,0,0,L,0,N,N
0415,N,,,,,,N,,N,INCENTIVE COMP EXPENSE,Y,SGOSS,2016-02-14,INCENTIVE COMP EXPENSE,0,0,0,0,0,0,1,0415,0,0,0,0,0,0,0,,0,N,N
0415-000,Y,,,,,ALL,Y,N,Y,INCENTIVE COMPENSATION,N,SGOSS,2016-02-14,INCENTIVE COMP EXPENSE,INCENTIVE COMPENSATION,,,,,,2,0415,000,,,,,,,,0,N,N
0416,N,,,,,,N,,N,INCENT COMP RECRUITNG EXP,Y,SGOSS,2016-02-14,INCENT COMP RECRUITNG EXP,0,0,0,0,0,0,1,0416,0,0,0,0,0,0,0,,0,N,N
0416-000,Y,,,,,ALL,Y,E,Y,INCENTIVE COMP RECRUITING,N,SGOSS,2016-02-14,INCENT COMP RECRUITNG EXP,INCENTIVE COMP RECRUITING,,,,,,2,0416,000,,,,,,,,0,N,N
0420,N,,,,,,N,,N,MEDICAL BENEFITS EXPENSE,Y,SGOSS,2016-02-14,MEDICAL BENEFITS EXPENSE,0,0,0,0,0,0,1,0420,0,0,0,0,0,0,0,,0,N,N
0420-000,Y,,,,,ALL,Y,N,Y,MEDICAL BENEFITS EXP,N,SGOSS,2016-02-14,MEDICAL BENEFITS EXPENSE,MEDICAL BENEFITS EXP,,,,,,2,0420,000,,,,,,,,0,N,N
0421,N,,,,,,N,,N,DENTAL INSURANCE EXPENSE,Y,SGOSS,2016-02-14,DENTAL INSURANCE EXPENSE,0,0,0,0,0,0,1,0421,0,0,0,0,0,0,0,,0,N,N
0421-000,Y,,,,,ALL,Y,N,Y,DENTAL INSURANCE EXP,N,SGOSS,2016-02-14,DENTAL INSURANCE EXPENSE,DENTAL INSURANCE EXP,,,,,,2,0421,000,,,,,,,,0,N,N
0422,N,,,,,,N,,N,LIFE INSURANCE EXPENSE,Y,SGOSS,2016-02-14,LIFE INSURANCE EXPENSE,0,0,0,0,0,0,1,0422,0,0,0,0,0,0,0,,0,N,N
0422-000,Y,,,,,ALL,Y,N,Y,LIFE INSURANCE EXP,N,SGOSS,2016-02-14,LIFE INSURANCE EXPENSE,LIFE INSURANCE EXP,,,,,,2,0422,000,,,,,,,,0,N,N
0423,N,,,,,,N,,N,VISION INSURANCE EXPENSE,Y,SGOSS,2016-02-14,VISION INSURANCE EXPENSE,0,0,0,0,0,0,1,0423,0,0,0,0,0,0,0,,0,N,N
0423-000,Y,,,,,ALL,Y,N,Y,VISION INSURANCE EXP,N,SGOSS,2016-02-14,VISION INSURANCE EXPENSE,VISION INSURANCE EXP,0,0,0,0,0,2,0423,000,0,0,0,0,0,0,,0,N,N
0425,N,,,,,,N,,N,LT DISABILITY EXPENSE,Y,SGOSS,2016-02-14,LT DISABILITY EXPENSE,0,0,0,0,0,0,1,0425,0,0,0,0,0,0,0,,0,N,N
0425-000,Y,,,,,ALL,Y,N,Y,LT DISABILITY,N,SGOSS,2016-02-14,LT DISABILITY EXPENSE,LT DISABILITY,,,,,,2,0425,000,,,,,,,,0,N,N
0426,N,,,,,,N,,N,ST DISIBILITY EXPENSE,Y,SGOSS,2016-02-14,ST DISIBILITY EXPENSE,0,0,0,0,0,0,1,0426,0,0,0,0,0,0,0,,0,N,N
0426-000,Y,,,,,ALL,Y,N,Y,ST DISIBILITY,N,SGOSS,2016-02-14,ST DISIBILITY EXPENSE,ST DISIBILITY,,,,,,2,0426,000,,,,,,,,0,N,N
0428,N,,,,,,N,,N,SECTION 125 EXPENSE,Y,SGOSS,2016-02-14,SECTION 125 EXPENSE,0,0,0,0,0,0,1,0428,0,0,0,0,0,0,0,,0,N,N
0428-000,Y,,,,,ALL,Y,N,Y,SECTION 125 EXP,N,SGOSS,2016-02-14,SECTION 125 EXPENSE,SECTION 125 EXP,,,,,,2,0428,000,,,,,,,,0,N,N
0429,N,,,,,,N,,N,WORKER'S COMP EXPENSE,Y,SGOSS,2016-02-14,WORKER'S COMP EXPENSE,0,0,0,0,0,0,1,0429,0,0,0,0,0,0,0,,0,N,N
0429-000,Y,,,,,ALL,Y,N,Y,WORKER'S COMP EXP,N,SGOSS,2016-02-14,WORKER'S COMP EXPENSE,WORKER'S COMP EXP,,,,,,2,0429,000,,,,,,,,0,N,N
0431,N,,,,,,N,,N,FSA ADMIN FEES EXPENSE,Y,SGOSS,2016-02-14,FSA ADMIN FEES EXPENSE,0,0,0,0,0,0,1,0431,0,0,0,0,0,0,0,,0,N,N
0431-000,Y,,,,,ALL,Y,N,Y,FSA ADMIN FEES,N,SGOSS,2016-02-14,FSA ADMIN FEES EXPENSE,FSA ADMIN FEES,,,,,,2,0431,000,,,,,,,,0,N,N
0432,N,,,,,,N,,N,COBRA ADMIN FEES,Y,SGOSS,2016-02-14,COBRA ADMIN FEES,0,0,0,0,0,0,1,0432,0,0,0,0,0,0,0,,0,N,N
0432-000,Y,,,,,ALL,Y,N,Y,COBRA ADMIN FEES,N,SGOSS,2016-02-14,COBRA ADMIN FEES,COBRA ADMIN FEES,0,0,0,0,0,2,0432,000,0,0,0,0,0,0,,0,N,N
0435,N,,,,,,N,,N,OTHER FRINGE EXPENSE,Y,SGOSS,2016-02-14,OTHER FRINGE EXPENSE,0,0,0,0,0,0,1,0435,0,0,0,0,0,0,0,,0,N,N
0435-000,Y,,,,,ALL,Y,N,Y,OTHER FRINGE EXP,N,SGOSS,2016-02-14,OTHER FRINGE EXPENSE,OTHER FRINGE EXP,,,,,,2,0435,000,,,,,,,,0,N,N
0440,N,,,,,,N,,N,FUTA EXPENSE,Y,SGOSS,2016-02-14,FUTA EXPENSE,0,0,0,0,0,0,1,0440,0,0,0,0,0,0,0,,0,N,N
0440-000,Y,,,,,ALL,Y,N,Y,FUTA EXPENSE,N,SGOSS,2016-02-14,FUTA EXPENSE,FUTA EXPENSE,,,,,,2,0440,000,,,,,,,,0,N,N
0441,N,,,,,,N,,N,SUTA EXPENSE,Y,SGOSS,2016-02-14,SUTA EXPENSE,0,0,0,0,0,0,1,0441,0,0,0,0,0,0,0,,0,N,N
0441-000,Y,,,,,ALL,Y,N,Y,SUTA EXPENSE,N,SGOSS,2016-02-14,SUTA EXPENSE,SUTA EXPENSE,0,0,0,0,0,2,0441,000,0,0,0,0,0,0,,0,N,N
0450,N,,,,,,N,,N,FICA EMPLOYER EXPENSE,Y,SGOSS,2016-02-14,FICA EMPLOYER EXPENSE,0,0,0,0,0,0,1,0450,0,0,0,0,0,0,0,,0,N,N
0450-000,Y,,,,,ALL,Y,N,Y,FICA EMPLOYERS MATCH,N,SGOSS,2016-02-14,FICA EMPLOYER EXPENSE,FICA EMPLOYERS MATCH,,,,,,2,0450,000,,,,,,,,0,N,N
0460,N,,,,,,N,,N,EMPLOYER 401K EXPENSE,Y,SGOSS,2016-02-14,EMPLOYER 401K EXPENSE,0,0,0,0,0,0,1,0460,0,0,0,0,0,0,0,,0,N,N
0460-000,Y,,,,,ALL,Y,N,Y,EMPLOYER 401K MATCH,N,SGOSS,2016-02-14,EMPLOYER 401K EXPENSE,EMPLOYER 401K MATCH,,,,,,2,0460,000,,,,,,,,0,N,N
0461,N,,,,,,N,,N,401K ADMIN FEE EXPENSE,Y,SGOSS,2016-02-14,401K ADMIN FEE EXPENSE,0,0,0,0,0,0,1,0461,0,0,0,0,0,0,0,,0,N,N
0461-000,Y,,,,,ALL,Y,N,Y,401K ADMIN FEES,N,SGOSS,2016-02-14,401K ADMIN FEE EXPENSE,401K ADMIN FEES,,,,,,2,0461,000,,,,,,,,0,N,N
0462,N,,,,,,N,,N,PROFIT SHARING,Y,SGOSS,2016-02-14,PROFIT SHARING,0,0,0,0,0,0,1,0462,0,0,0,0,0,0,0,,0,N,N
0462-000,Y,,,,,ALL,Y,N,Y,PROFIT SHARING,N,SGOSS,2016-02-14,PROFIT SHARING,PROFIT SHARING,0,0,0,0,0,2,0462,000,0,0,0,0,0,0,,0,N,N
0468,N,,,,,,N,,N,PAYROLL ADMIN EXPENSE,Y,SGOSS,2016-02-14,PAYROLL ADMIN EXPENSE,0,0,0,0,0,0,1,0468,0,0,0,0,0,0,0,,0,N,N
0468-000,Y,,,,,ALL,Y,N,Y,PAYROLL ADMIN EXPENSE,N,SGOSS,2016-02-14,PAYROLL ADMIN EXPENSE,PAYROLL ADMIN EXPENSE,0,0,0,0,0,2,0468,000,0,0,0,0,0,0,,0,N,N
0470,N,,,,,,N,,N,EDUCATION & TRAINING EXP,Y,SGOSS,2016-02-14,EDUCATION & TRAINING EXP,0,0,0,0,0,0,1,0470,0,0,0,0,0,0,0,,0,N,N
0470-000,Y,,,,,ALL,Y,N,Y,EDUCATION & TRAINING,N,SGOSS,2016-02-14,EDUCATION & TRAINING EXP,EDUCATION & TRAINING,,,,,,2,0470,000,,,,,,,,0,N,N
0471,N,,,,,,N,,N,RELOCATION EXPENSE,Y,SGOSS,2016-02-14,RELOCATION EXPENSE,0,0,0,0,0,0,1,0471,0,0,0,0,0,0,0,,0,N,N
0471-000,Y,,,,,ALL,Y,N,Y,RELOCATION EXPENSE,N,SGOSS,2016-02-14,RELOCATION EXPENSE,RELOCATION EXPENSE,0,0,0,0,0,2,0471,000,0,0,0,0,0,0,,0,N,N
0472,N,,,,,,N,,N,EMPLOYEE WELFARE EXPENSE,Y,SGOSS,2016-02-14,EMPLOYEE WELFARE EXPENSE,0,0,0,0,0,0,1,0472,0,0,0,0,0,0,0,,0,N,N
0472-000,Y,,,,,ALL,Y,N,Y,EMPLOYEE WELFARE,N,SGOSS,2016-02-14,EMPLOYEE WELFARE EXPENSE,EMPLOYEE WELFARE,,,,,,2,0472,000,,,,,,,,0,N,N
0473,N,,,,,,N,,N,TRANSPORTATION EXPENSE,Y,SGOSS,2016-02-14,TRANSPORTATION EXPENSE,0,0,0,0,0,0,1,0473,0,0,0,0,0,0,0,,0,N,N
0473-000,Y,,,,,ALL,Y,N,Y,TRANSPORTATION EXPENSE,N,SGOSS,2016-02-14,TRANSPORTATION EXPENSE,TRANSPORTATION EXPENSE,0,0,0,0,0,2,0473,000,0,0,0,0,0,0,,0,N,N
0475,N,,,,,,N,,N,H&W CASH IN LIEU,Y,SGOSS,2016-02-14,H&W CASH IN LIEU,0,0,0,0,0,0,1,0475,0,0,0,0,0,0,0,,0,N,N
0475-000,Y,,,,,ALL,N,N,Y,H&W CASH IN LIEU,N,SGOSS,2016-02-14,H&W CASH IN LIEU,H&W CASH IN LIEU,0,0,0,0,0,2,0475,000,0,0,0,0,0,0,,0,N,N
0488,N,,,,,,N,,N,EMPLOYEE REFERRAL EXPENSE,Y,SGOSS,2016-02-14,EMPLOYEE REFERRAL EXPENSE,0,0,0,0,0,0,1,0488,0,0,0,0,0,0,0,,0,N,N
